date,state,district,pincode,demo_age_5_17,demo_age_17_
01-03-2025,Tamil Nadu,Tiruvannamalai,604502,11,221
01-03-2025,Tamil Nadu,Chennai,600005,52,819
01-03-2025,Tamil Nadu,Kancheepuram,600088,47,430
01-03-2025,Tamil Nadu,Tenkasi,627758,18,94
01-03-2025,Tamil Nadu,Salem,636501,32,494
01-03-2025,Tamil Nadu,Chennai,600106,36,469
01-03-2025,Tamil Nadu,Tiruppur,641602,85,900
01-03-2025,Tamil Nadu,Tenkasi,627756,26,224
01-03-2025,Tamil Nadu,Kallakurichi,606213,19,121
01-03-2025,Tamil Nadu,Ariyalur,621802,13,268
01-03-2025,Tamil Nadu,Tiruvannamalai,606701,17,203
01-03-2025,Tamil Nadu,Tirunelveli,627501,19,219
01-03-2025,Tamil Nadu,Virudhunagar,626112,10,121
01-03-2025,Tamil Nadu,Ramanathapuram,623521,15,374
01-03-2025,Tamil Nadu,Pudukkottai,622407,15,195
01-03-2025,Tamil Nadu,Karur,621311,15,296
01-03-2025,Tamil Nadu,Karur,639002,33,507
01-03-2025,Tamil Nadu,Namakkal,637212,17,196
01-03-2025,Tamil Nadu,Dindigul,624615,18,247
01-03-2025,Tamil Nadu,Erode,638451,16,223
01-03-2025,Tamil Nadu,Coimbatore,641109,32,380
01-03-2025,Tamil Nadu,Perambalur,621103,24,202
01-03-2025,Tamil Nadu,Thoothukkudi,628501,64,474
01-03-2025,Tamil Nadu,Ramanathapuram,623705,10,266
01-03-2025,Tamil Nadu,Krishnagiri,635104,56,564
01-03-2025,Tamil Nadu,Thoothukkudi,628002,104,1347
01-03-2025,Tamil Nadu,Theni,625513,47,667
01-03-2025,Tamil Nadu,Tirunelveli,627011,57,530
01-03-2025,Tamil Nadu,Tiruchirappalli,620007,32,338
01-03-2025,Tamil Nadu,Karur,639005,17,305
01-03-2025,Tamil Nadu,Kanyakumari,629171,14,64
01-03-2025,Tamil Nadu,Tiruvallur,631209,31,387
01-03-2025,Tamil Nadu,Karur,639119,13,194
01-03-2025,Tamil Nadu,Coimbatore,641107,46,558
01-03-2025,Tamil Nadu,Vellore,632202,20,313
01-03-2025,Tamil Nadu,Erode,638002,37,587
01-03-2025,Tamil Nadu,Ariyalur,621701,75,888
01-03-2025,Tamil Nadu,Erode,638459,37,303
01-03-2025,Tamil Nadu,Krishnagiri,635123,12,138
01-03-2025,Tamil Nadu,Theni,625531,116,1220
01-03-2025,Tamil Nadu,Dindigul,624616,10,350
01-03-2025,Tamil Nadu,Vellore,632503,43,530
01-03-2025,Tamil Nadu,Tirunelveli,627401,16,279
01-03-2025,Tamil Nadu,Cuddalore,607308,11,133
01-03-2025,Tamil Nadu,Tirunelveli,627357,16,322
01-03-2025,Tamil Nadu,Tiruvallur,600067,62,485
01-03-2025,Tamil Nadu,Chennai,600041,58,900
01-03-2025,Tamil Nadu,Kanniyakumari,629402,18,69
01-03-2025,Tamil Nadu,Madurai,625503,19,337
01-03-2025,Tamil Nadu,Salem,636453,12,238
01-03-2025,Tamil Nadu,Tirunelveli,627812,10,118
01-03-2025,Tamil Nadu,Tirunelveli,627657,25,318
01-03-2025,Tamil Nadu,Thanjavur,614017,10,207
01-03-2025,Tamil Nadu,Tiruvannamalai,606804,10,340
01-03-2025,Tamil Nadu,Chennai,600116,17,175
01-03-2025,Tamil Nadu,Kanyakumari,629252,57,92
01-03-2025,Tamil Nadu,Ariyalur,621719,13,283
01-03-2025,Tamil Nadu,Pudukkottai,622401,12,162
01-03-2025,Tamil Nadu,Villupuram,606201,21,206
01-03-2025,Tamil Nadu,Tirunelveli,627758,26,208
01-03-2025,Tamil Nadu,The Nilgiris,643004,11,141
01-03-2025,Tamil Nadu,Tiruvannamalai,606601,59,722
01-03-2025,Tamil Nadu,Tirunelveli,627803,18,215
01-03-2025,Tamil Nadu,Tiruchirappalli,620006,27,367
01-03-2025,Tamil Nadu,Coimbatore,641035,68,772
01-03-2025,Tamil Nadu,Coimbatore,641028,27,234
01-03-2025,Tamil Nadu,Tiruvannamalai,606704,33,406
01-03-2025,Tamil Nadu,Tirunelveli,627854,28,123
01-03-2025,Tamil Nadu,Kancheepuram,600091,43,515
01-03-2025,Tamil Nadu,Tiruvallur,631207,21,216
01-03-2025,Tamil Nadu,Salem,636402,10,108
01-03-2025,Tamil Nadu,Dindigul,624706,15,298
01-03-2025,Tamil Nadu,Salem,636108,18,312
01-03-2025,Tamil Nadu,Vellore,635854,15,253
01-03-2025,Tamil Nadu,Kanniyakumari,629177,18,302
01-03-2025,Tamil Nadu,Kallakurichi,607204,14,111
01-03-2025,Tamil Nadu,Kanniyakumari,629160,20,426
01-03-2025,Tamil Nadu,Dindigul,624709,22,516
01-03-2025,Tamil Nadu,Chennai,600004,50,653
01-03-2025,Tamil Nadu,Coimbatore,641105,28,434
01-03-2025,Tamil Nadu,Thoothukkudi,628151,20,347
01-04-2025,Tamil Nadu,Namakkal,638183,69,605
01-04-2025,Tamil Nadu,Madurai,625018,75,755
01-04-2025,Tamil Nadu,Erode,638401,32,527
01-04-2025,Tamil Nadu,Madurai,625005,65,390
01-04-2025,Tamil Nadu,Tiruvallur,602024,97,1002
01-04-2025,Tamil Nadu,Tiruvallur,600099,103,1220
01-04-2025,Tamil Nadu,Coimbatore,641035,76,797
01-04-2025,Tamil Nadu,Tiruchirappalli,620013,45,286
01-04-2025,Tamil Nadu,Krishnagiri,635109,224,1630
01-04-2025,Tamil Nadu,Tiruvallur,600071,82,509
01-04-2025,Tamil Nadu,Dharmapuri,636701,53,447
01-04-2025,Tamil Nadu,Erode,638009,47,376
01-04-2025,Tamil Nadu,Tiruppur,641607,70,564
01-04-2025,Tamil Nadu,Tiruvallur,600062,130,1056
01-04-2025,Tamil Nadu,Madurai,625017,75,629
01-05-2025,Tamil Nadu,Coimbatore,642002,46,410
01-05-2025,Tamil Nadu,Kancheepuram,600122,140,875
01-05-2025,Tamil Nadu,Madurai,625009,207,933
01-05-2025,Tamil Nadu,Tiruvallur,600062,158,1032
01-05-2025,Tamil Nadu,Madurai,625017,114,595
01-05-2025,Tamil Nadu,Tiruppur,641664,130,715
01-06-2025,Tamil Nadu,Kancheepuram,600069,193,1085
01-03-2025,Tamil Nadu,Coimbatore,641004,54,450
01-03-2025,Tamil Nadu,Chennai,600102,12,179
01-03-2025,Tamil Nadu,Dharmapuri,635303,15,284
01-03-2025,Tamil Nadu,Tiruvannamalai,606802,17,228
01-03-2025,Tamil Nadu,Vellore,635810,76,678
01-03-2025,Tamil Nadu,Madurai,625018,72,887
01-03-2025,Tamil Nadu,Namakkal,637018,12,160
01-03-2025,Tamil Nadu,Vellore,632318,10,118
01-03-2025,Tamil Nadu,Thoothukkudi,628904,18,224
01-03-2025,Tamil Nadu,Vellore,631002,42,374
01-03-2025,Tamil Nadu,Dharmapuri,636903,37,720
01-03-2025,Tamil Nadu,Kanyakumari,629162,11,60
01-03-2025,Tamil Nadu,Krishnagiri,635108,19,192
01-03-2025,Tamil Nadu,Tirunelveli,627862,34,193
01-03-2025,Tamil Nadu,Thanjavur,612503,14,298
01-03-2025,Tamil Nadu,Coimbatore,641023,37,434
01-03-2025,Tamil Nadu,Tiruvallur,631208,25,404
01-03-2025,Tamil Nadu,Villupuram,607201,11,96
01-03-2025,Tamil Nadu,Thoothukkudi,628907,31,302
01-03-2025,Tamil Nadu,Pudukkottai,622201,15,232
01-03-2025,Tamil Nadu,Madurai,625214,14,180
01-03-2025,Tamil Nadu,Tiruvallur,600057,60,637
01-03-2025,Tamil Nadu,Namakkal,637405,15,217
01-03-2025,Tamil Nadu,Villupuram,606402,20,125
01-03-2025,Tamil Nadu,Pudukkottai,622104,20,172
01-03-2025,Tamil Nadu,Virudhunagar,626203,79,745
01-03-2025,Tamil Nadu,Vellore,631051,16,411
01-03-2025,Tamil Nadu,Theni,625518,20,230
01-03-2025,Tamil Nadu,Virudhunagar,626130,47,405
01-03-2025,Tamil Nadu,Vellore,635652,11,194
01-03-2025,Tamil Nadu,Dindigul,624307,14,107
01-03-2025,Tamil Nadu,Tenkasi,627803,12,67
01-03-2025,Tamil Nadu,Tiruchirappalli,621002,18,205
01-03-2025,Tamil Nadu,Kancheepuram,600119,16,329
01-03-2025,Tamil Nadu,Kanyakumari,629401,13,75
01-03-2025,Tamil Nadu,Thanjavur,609807,12,366
01-03-2025,Tamil Nadu,Sivaganga,630211,35,333
01-03-2025,Tamil Nadu,Thoothukkudi,628552,16,127
01-03-2025,Tamil Nadu,Chennai,600049,47,487
01-03-2025,Tamil Nadu,Madurai,625706,69,1069
01-03-2025,Tamil Nadu,Villupuram,606205,12,138
01-03-2025,Tamil Nadu,Kanniyakumari,629804,23,133
01-03-2025,Tamil Nadu,Chennai,600118,116,1278
01-03-2025,Tamil Nadu,Madurai,625011,68,679
01-03-2025,Tamil Nadu,Virudhunagar,626003,27,197
01-03-2025,Tamil Nadu,Tirupattur,635901,10,79
01-03-2025,Tamil Nadu,Tirunelveli,627004,11,138
01-03-2025,Tamil Nadu,Tiruvallur,600099,102,1371
01-03-2025,Tamil Nadu,Pudukkottai,614621,11,449
01-03-2025,Tamil Nadu,Tiruvannamalai,604505,10,249
01-03-2025,Tamil Nadu,Tiruvannamalai,606706,13,211
01-03-2025,Tamil Nadu,Chennai,600082,49,722
01-03-2025,Tamil Nadu,Virudhunagar,626204,16,208
01-03-2025,Tamil Nadu,Perambalur,621212,37,380
01-03-2025,Tamil Nadu,Tiruvallur,602001,25,466
01-03-2025,Tamil Nadu,Erode,638052,36,444
01-03-2025,Tamil Nadu,Cuddalore,608601,20,631
01-03-2025,Tamil Nadu,Pudukkottai,622004,21,215
01-03-2025,Tamil Nadu,Kancheepuram,631551,25,277
01-03-2025,Tamil Nadu,Tenkasi,627862,11,88
01-03-2025,Tamil Nadu,Ramanathapuram,623526,43,303
01-03-2025,Tamil Nadu,Kanniyakumari,629175,19,127
01-03-2025,Tamil Nadu,Pudukkottai,614630,23,262
01-03-2025,Tamil Nadu,Tiruppur,641667,11,118
01-03-2025,Tamil Nadu,Kanniyakumari,629171,22,182
01-03-2025,Tamil Nadu,Nagapattinam,609001,19,451
01-03-2025,Tamil Nadu,Dharmapuri,635301,31,395
01-03-2025,Tamil Nadu,Thiruvarur,614715,15,249
01-03-2025,Tamil Nadu,Krishnagiri,635119,19,180
01-03-2025,Tamil Nadu,Madurai,625402,28,381
01-03-2025,Tamil Nadu,Krishnagiri,635102,25,343
01-03-2025,Tamil Nadu,Tiruvallur,600101,17,231
01-03-2025,Tamil Nadu,Vellore,632509,16,222
01-03-2025,Tamil Nadu,Theni,625517,14,215
01-03-2025,Tamil Nadu,Ariyalur,621803,28,343
01-03-2025,Tamil Nadu,Tiruppur,641607,51,608
01-03-2025,Tamil Nadu,Chengalpattu,600127,27,268
01-03-2025,Tamil Nadu,Dharmapuri,636352,10,125
01-03-2025,Tamil Nadu,Salem,636003,66,533
01-03-2025,Tamil Nadu,Vellore,631151,11,162
01-03-2025,Tamil Nadu,Thanjavur,614206,13,201
01-03-2025,Tamil Nadu,Thoothukkudi,628003,49,295
01-03-2025,Tamil Nadu,Thiruvarur,610105,14,323
01-03-2025,Tamil Nadu,Kallakurichi,607202,11,72
01-03-2025,Tamil Nadu,Chennai,600012,137,1400
01-03-2025,Tamil Nadu,Vellore,635805,14,193
01-03-2025,Tamil Nadu,Chennai,600001,68,836
01-03-2025,Tamil Nadu,Tiruchirappalli,621302,19,308
01-03-2025,Tamil Nadu,Namakkal,637020,10,187
01-03-2025,Tamil Nadu,Ariyalur,621804,38,762
01-03-2025,Tamil Nadu,Erode,638011,25,235
01-03-2025,Tamil Nadu,Thoothukkudi,628204,27,288
01-03-2025,Tamil Nadu,Thanjavur,614601,43,415
01-03-2025,Tamil Nadu,Thoothukkudi,628704,14,135
01-03-2025,Tamil Nadu,Kancheepuram,603406,34,585
01-03-2025,Tamil Nadu,Tiruppur,642132,10,66
01-03-2025,Tamil Nadu,Madurai,625501,23,311
01-03-2025,Tamil Nadu,Tirunelveli,627007,67,394
01-03-2025,Tamil Nadu,Madurai,625529,13,176
01-03-2025,Tamil Nadu,Tiruchirappalli,620013,33,312
01-03-2025,Tamil Nadu,Dharmapuri,636805,12,249
01-03-2025,Tamil Nadu,Chennai,600107,15,230
01-03-2025,Tamil Nadu,Thanjavur,614626,18,444
01-03-2025,Tamil Nadu,Tiruchirappalli,621218,14,87
01-03-2025,Tamil Nadu,Tiruppur,641687,32,413
01-03-2025,Tamil Nadu,Villupuram,605755,13,143
01-03-2025,Tamil Nadu,Kanniyakumari,629501,39,547
01-03-2025,Tamil Nadu,Coimbatore,641010,46,520
01-03-2025,Tamil Nadu,Salem,636302,41,328
01-03-2025,Tamil Nadu,Nagapattinam,614707,16,327
01-03-2025,Tamil Nadu,Vellore,635809,13,257
01-03-2025,Tamil Nadu,Vellore,632602,58,770
01-03-2025,Tamil Nadu,Ariyalur,621805,66,216
01-03-2025,Tamil Nadu,Ramanathapuram,623527,16,340
01-03-2025,Tamil Nadu,Kanniyakumari,629301,12,102
01-03-2025,Tamil Nadu,Salem,636110,15,185
01-03-2025,Tamil Nadu,Tirunelveli,627413,13,154
01-03-2025,Tamil Nadu,Virudhunagar,626004,12,173
01-03-2025,Tamil Nadu,Salem,636304,20,264
01-03-2025,Tamil Nadu,Madurai,625218,20,278
01-03-2025,Tamil Nadu,Coimbatore,641108,21,286
01-03-2025,Tamil Nadu,Kanyakumari,629801,27,58
01-03-2025,Tamil Nadu,Tirunelveli,627104,11,418
01-03-2025,Tamil Nadu,Tirunelveli,627110,16,93
01-03-2025,Tamil Nadu,Kancheepuram,631561,15,229
01-03-2025,Tamil Nadu,Tiruvallur,602024,94,1016
01-03-2025,Tamil Nadu,Ariyalur,621715,51,450
01-03-2025,Tamil Nadu,Tiruchirappalli,621009,11,125
01-03-2025,Tamil Nadu,Theni,625512,45,808
01-03-2025,Tamil Nadu,Tirunelveli,627001,12,153
01-03-2025,Tamil Nadu,Villupuram,605201,13,98
01-03-2025,Tamil Nadu,Dindigul,624101,28,410
01-03-2025,Tamil Nadu,Ariyalur,621713,11,135
01-03-2025,Tamil Nadu,Tiruvannamalai,604401,13,321
01-03-2025,Tamil Nadu,Vellore,632514,11,201
01-03-2025,Tamil Nadu,Thiruvarur,609403,11,237
01-03-2025,Tamil Nadu,Salem,637504,14,244
01-03-2025,Tamil Nadu,Thanjavur,614628,20,638
01-03-2025,Tamil Nadu,Tiruvannamalai,606752,14,288
01-03-2025,Tamil Nadu,Madurai,625019,26,296
01-03-2025,Tamil Nadu,Virudhunagar,626612,12,107
01-03-2025,Tamil Nadu,Tiruchirappalli,620020,26,169
01-03-2025,Tamil Nadu,Chennai,600028,52,612
01-03-2025,Tamil Nadu,Kanniyakumari,629164,27,141
01-03-2025,Tamil Nadu,Salem,636009,27,209
01-03-2025,Tamil Nadu,Madurai,625007,52,617
01-03-2025,Tamil Nadu,Erode,638101,12,222
01-03-2025,Tamil Nadu,Villupuram,604102,15,78
01-03-2025,Tamil Nadu,Salem,636114,13,198
01-03-2025,Tamil Nadu,Villupuram,605602,26,218
01-03-2025,Tamil Nadu,Vellore,635601,19,253
01-03-2025,Tamil Nadu,Kanyakumari,629704,20,100
01-03-2025,Tamil Nadu,Coimbatore,642001,33,468
01-03-2025,Tamil Nadu,Tiruvallur,601102,24,329
01-03-2025,Tamil Nadu,Tirupattur,635854,15,102
01-03-2025,Tamil Nadu,Cuddalore,606003,26,594
01-03-2025,Tamil Nadu,Tirunelveli,627116,14,225
01-03-2025,Tamil Nadu,Kanniyakumari,629802,33,243
01-03-2025,Tamil Nadu,Pudukkottai,614616,68,1020
01-03-2025,Tamil Nadu,Vellore,632006,34,438
01-03-2025,Tamil Nadu,Salem,636015,67,444
01-03-2025,Tamil Nadu,Chennai,600003,13,123
01-03-2025,Tamil Nadu,Salem,637105,13,188
01-03-2025,Tamil Nadu,Ramanathapuram,623528,15,349
01-03-2025,Tamil Nadu,Villupuram,606206,15,207
01-03-2025,Tamil Nadu,Krishnagiri,635114,26,223
01-03-2025,Tamil Nadu,The Nilgiris,643001,22,251
01-03-2025,Tamil Nadu,Tirunelveli,627807,10,98
01-03-2025,Tamil Nadu,Tiruppur,641604,125,959
01-03-2025,Tamil Nadu,Dindigul,624003,62,556
01-03-2025,Tamil Nadu,Tenkasi,627719,12,66
01-03-2025,Tamil Nadu,Kanyakumari,629702,29,136
01-03-2025,Tamil Nadu,Cuddalore,608501,17,564
01-03-2025,Tamil Nadu,Salem,636305,27,488
01-03-2025,Tamil Nadu,Kanyakumari,629852,10,53
01-03-2025,Tamil Nadu,Tirunelveli,627358,18,250
01-03-2025,Tamil Nadu,Tirunelveli,627604,11,143
01-03-2025,Tamil Nadu,Vellore,632204,11,189
01-03-2025,Tamil Nadu,Kancheepuram,600069,119,1041
01-03-2025,Tamil Nadu,Erode,638003,49,491
01-03-2025,Tamil Nadu,Nagapattinam,614810,15,199
01-03-2025,Tamil Nadu,Chennai,600010,35,362
01-03-2025,Tamil Nadu,Sivaganga,630108,20,475
01-03-2025,Tamil Nadu,Tiruvallur,600103,33,335
01-03-2025,Tamil Nadu,Ramanathapuram,623515,10,158
01-03-2025,Tamil Nadu,Kanniyakumari,629703,12,90
01-07-2025,Tamil Nadu,Erode,638004,115,865
01-07-2025,Tamil Nadu,Virudhunagar,626001,178,1234
01-07-2025,Tamil Nadu,Krishnagiri,635109,375,2259
02-09-2025,Tamil Nadu,Ariyalur,608901,0,9
02-09-2025,Tamil Nadu,Ariyalur,621714,4,5
02-09-2025,Tamil Nadu,Ariyalur,621801,0,2
02-09-2025,Tamil Nadu,Chengalpattu,600100,4,33
02-09-2025,Tamil Nadu,Chengalpattu,600126,1,10
02-09-2025,Tamil Nadu,Chengalpattu,603003,1,1
02-09-2025,Tamil Nadu,Chengalpattu,603103,0,7
02-09-2025,Tamil Nadu,Chengalpattu,603306,0,4
02-09-2025,Tamil Nadu,Chennai,600007,1,8
02-09-2025,Tamil Nadu,Chennai,600008,0,2
02-09-2025,Tamil Nadu,Chennai,600011,4,34
02-09-2025,Tamil Nadu,Chennai,600014,5,15
02-09-2025,Tamil Nadu,Chennai,600020,0,4
02-09-2025,Tamil Nadu,Chennai,600021,5,69
02-09-2025,Tamil Nadu,Chennai,600026,0,33
02-09-2025,Tamil Nadu,Chennai,600035,1,7
02-09-2025,Tamil Nadu,Chennai,600037,0,5
02-09-2025,Tamil Nadu,Chennai,600042,2,22
02-09-2025,Tamil Nadu,Chennai,600078,1,43
02-09-2025,Tamil Nadu,Chennai,600080,0,2
02-09-2025,Tamil Nadu,Chennai,600083,1,51
02-09-2025,Tamil Nadu,Chennai,600091,3,24
02-09-2025,Tamil Nadu,Chennai,600093,0,15
02-09-2025,Tamil Nadu,Chennai,600103,0,1
02-09-2025,Tamil Nadu,Coimbatore,641010,0,16
02-09-2025,Tamil Nadu,Coimbatore,641013,0,3
02-09-2025,Tamil Nadu,Coimbatore,641025,4,16
02-09-2025,Tamil Nadu,Coimbatore,641031,2,5
02-09-2025,Tamil Nadu,Coimbatore,641037,0,6
02-09-2025,Tamil Nadu,Coimbatore,641048,2,6
02-09-2025,Tamil Nadu,Coimbatore,641113,2,8
02-09-2025,Tamil Nadu,Coimbatore,641302,0,15
02-09-2025,Tamil Nadu,Coimbatore,641402,2,18
02-09-2025,Tamil Nadu,Coimbatore,641658,0,2
02-09-2025,Tamil Nadu,Coimbatore,642005,1,17
02-09-2025,Tamil Nadu,Coimbatore,642105,0,2
02-09-2025,Tamil Nadu,Coimbatore,642123,0,4
02-09-2025,Tamil Nadu,Coimbatore,642134,0,8
02-09-2025,Tamil Nadu,Coimbatore,642205,1,0
02-09-2025,Tamil Nadu,Cuddalore,605007,1,4
02-09-2025,Tamil Nadu,Cuddalore,606106,0,11
02-09-2025,Tamil Nadu,Cuddalore,606108,3,13
02-09-2025,Tamil Nadu,Cuddalore,606111,3,14
02-09-2025,Tamil Nadu,Cuddalore,606115,0,3
02-09-2025,Tamil Nadu,Cuddalore,606303,1,7
02-09-2025,Tamil Nadu,Cuddalore,607002,1,7
02-09-2025,Tamil Nadu,Cuddalore,607108,0,8
02-09-2025,Tamil Nadu,Cuddalore,607303,1,16
02-09-2025,Tamil Nadu,Cuddalore,607805,1,17
02-09-2025,Tamil Nadu,Cuddalore,608306,0,8
02-09-2025,Tamil Nadu,Cuddalore,608701,0,12
02-09-2025,Tamil Nadu,Dharmapuri,635116,0,3
02-09-2025,Tamil Nadu,Dharmapuri,635301,6,24
02-09-2025,Tamil Nadu,Dharmapuri,636803,2,18
02-09-2025,Tamil Nadu,Dharmapuri,636807,1,9
02-09-2025,Tamil Nadu,Dharmapuri,636809,5,19
02-09-2025,Tamil Nadu,Dindigul,624003,2,25
02-09-2025,Tamil Nadu,Dindigul,624206,0,3
02-09-2025,Tamil Nadu,Dindigul,624208,2,6
02-09-2025,Tamil Nadu,Dindigul,624210,0,7
02-09-2025,Tamil Nadu,Dindigul,624302,1,1
02-09-2025,Tamil Nadu,Dindigul,624308,0,5
02-09-2025,Tamil Nadu,Dindigul,624612,1,6
02-09-2025,Tamil Nadu,Dindigul,624615,1,16
02-09-2025,Tamil Nadu,Dindigul,624701,0,1
02-09-2025,Tamil Nadu,Dindigul,624703,0,6
02-09-2025,Tamil Nadu,Erode,638001,2,18
02-09-2025,Tamil Nadu,Erode,638052,1,16
02-09-2025,Tamil Nadu,Erode,638102,0,5
02-09-2025,Tamil Nadu,Erode,638104,0,12
02-09-2025,Tamil Nadu,Erode,638109,3,10
02-09-2025,Tamil Nadu,Erode,638151,1,13
02-09-2025,Tamil Nadu,Erode,638313,0,5
02-09-2025,Tamil Nadu,Erode,638314,0,34
02-09-2025,Tamil Nadu,Erode,638452,2,14
02-09-2025,Tamil Nadu,Erode,638458,0,15
02-09-2025,Tamil Nadu,Kallakurichi,605702,0,2
02-09-2025,Tamil Nadu,Kallakurichi,605757,0,2
02-09-2025,Tamil Nadu,Kallakurichi,605803,0,1
02-09-2025,Tamil Nadu,Kallakurichi,606115,0,2
02-09-2025,Tamil Nadu,Kallakurichi,606202,2,4
02-09-2025,Tamil Nadu,Kallakurichi,606207,0,2
02-09-2025,Tamil Nadu,Kallakurichi,606305,0,4
02-09-2025,Tamil Nadu,Kallakurichi,607204,0,2
02-09-2025,Tamil Nadu,Kancheepuram,600041,0,4
02-09-2025,Tamil Nadu,Kancheepuram,600044,8,33
02-09-2025,Tamil Nadu,Kancheepuram,600048,3,18
02-09-2025,Tamil Nadu,Kancheepuram,600061,1,20
02-09-2025,Tamil Nadu,Kancheepuram,600063,0,39
02-09-2025,Tamil Nadu,Kancheepuram,600070,2,8
02-09-2025,Tamil Nadu,Kancheepuram,600073,7,13
02-09-2025,Tamil Nadu,Kancheepuram,600125,2,16
02-09-2025,Tamil Nadu,Kancheepuram,600127,2,6
02-09-2025,Tamil Nadu,Kancheepuram,603002,2,13
02-09-2025,Tamil Nadu,Kancheepuram,603102,7,17
02-09-2025,Tamil Nadu,Kancheepuram,603106,1,1
02-09-2025,Tamil Nadu,Kancheepuram,603107,0,5
02-09-2025,Tamil Nadu,Kancheepuram,603108,1,4
02-09-2025,Tamil Nadu,Kancheepuram,603109,3,15
02-09-2025,Tamil Nadu,Kancheepuram,603127,1,0
02-09-2025,Tamil Nadu,Kancheepuram,603201,0,9
02-09-2025,Tamil Nadu,Kancheepuram,603209,0,5
02-09-2025,Tamil Nadu,Kancheepuram,603210,2,6
02-09-2025,Tamil Nadu,Kancheepuram,603308,0,3
02-09-2025,Tamil Nadu,Kancheepuram,603312,1,6
02-09-2025,Tamil Nadu,Kancheepuram,603313,1,2
02-09-2025,Tamil Nadu,Kancheepuram,603314,1,3
02-09-2025,Tamil Nadu,Kancheepuram,631205,0,1
02-09-2025,Tamil Nadu,Kancheepuram,631552,0,3
02-09-2025,Tamil Nadu,Kancheepuram,631601,0,10
02-09-2025,Tamil Nadu,Kancheepuram,631603,0,4
02-09-2025,Tamil Nadu,Kanniyakumari,629158,0,9
02-09-2025,Tamil Nadu,Kanniyakumari,629165,0,8
02-09-2025,Tamil Nadu,Kanniyakumari,629169,2,2
02-09-2025,Tamil Nadu,Kanniyakumari,629172,1,8
02-09-2025,Tamil Nadu,Kanniyakumari,629193,3,6
02-09-2025,Tamil Nadu,Kanniyakumari,629201,0,4
02-09-2025,Tamil Nadu,Kanniyakumari,629402,0,2
02-09-2025,Tamil Nadu,Kanniyakumari,629403,0,2
02-09-2025,Tamil Nadu,Kanniyakumari,629703,0,3
02-09-2025,Tamil Nadu,Kanniyakumari,629704,1,6
02-09-2025,Tamil Nadu,Kanniyakumari,629851,0,3
02-09-2025,Tamil Nadu,Kanniyakumari,629852,0,2
02-09-2025,Tamil Nadu,Kanyakumari,629002,1,10
02-09-2025,Tamil Nadu,Kanyakumari,629101,0,2
02-09-2025,Tamil Nadu,Kanyakumari,629153,1,2
02-09-2025,Tamil Nadu,Kanyakumari,629175,1,3
02-09-2025,Tamil Nadu,Kanyakumari,629176,0,1
02-09-2025,Tamil Nadu,Kanyakumari,629204,0,1
02-09-2025,Tamil Nadu,Kanyakumari,629601,1,1
02-09-2025,Tamil Nadu,Karur,621315,0,1
02-09-2025,Tamil Nadu,Karur,639003,0,10
02-09-2025,Tamil Nadu,Karur,639004,1,10
02-09-2025,Tamil Nadu,Karur,639006,0,21
02-09-2025,Tamil Nadu,Karur,639113,1,13
02-09-2025,Tamil Nadu,Karur,639114,0,6
02-09-2025,Tamil Nadu,Karur,639118,0,4
02-09-2025,Tamil Nadu,Karur,639136,1,4
02-09-2025,Tamil Nadu,Krishnagiri,635108,2,11
02-09-2025,Tamil Nadu,Krishnagiri,635110,1,9
02-09-2025,Tamil Nadu,Krishnagiri,635113,3,12
02-09-2025,Tamil Nadu,Krishnagiri,635116,1,11
02-09-2025,Tamil Nadu,Krishnagiri,635118,3,18
02-09-2025,Tamil Nadu,Krishnagiri,635121,3,12
02-09-2025,Tamil Nadu,Krishnagiri,635124,0,15
02-09-2025,Tamil Nadu,Madurai,625001,3,31
02-09-2025,Tamil Nadu,Madurai,625004,0,4
02-09-2025,Tamil Nadu,Madurai,625006,1,13
02-09-2025,Tamil Nadu,Madurai,625008,1,7
02-09-2025,Tamil Nadu,Madurai,625012,6,36
02-09-2025,Tamil Nadu,Madurai,625017,5,24
02-09-2025,Tamil Nadu,Madurai,625019,0,13
02-09-2025,Tamil Nadu,Madurai,625021,0,3
02-09-2025,Tamil Nadu,Madurai,625110,0,6
02-09-2025,Tamil Nadu,Madurai,625501,1,6
02-09-2025,Tamil Nadu,Madurai,625535,3,21
02-09-2025,Tamil Nadu,Madurai,625703,0,9
02-09-2025,Tamil Nadu,Madurai,625704,0,3
02-09-2025,Tamil Nadu,Mayiladuthurai,609001,2,7
02-09-2025,Tamil Nadu,Mayiladuthurai,609202,0,3
02-09-2025,Tamil Nadu,Mayiladuthurai,609203,1,3
02-09-2025,Tamil Nadu,Mayiladuthurai,609404,0,1
02-09-2025,Tamil Nadu,Nagapattinam,609104,0,1
02-09-2025,Tamil Nadu,Nagapattinam,609108,3,9
02-09-2025,Tamil Nadu,Nagapattinam,609109,1,6
02-09-2025,Tamil Nadu,Nagapattinam,609112,1,3
02-09-2025,Tamil Nadu,Nagapattinam,609115,0,3
02-09-2025,Tamil Nadu,Nagapattinam,609303,0,2
02-09-2025,Tamil Nadu,Nagapattinam,609304,0,2
02-09-2025,Tamil Nadu,Nagapattinam,609307,0,9
02-09-2025,Tamil Nadu,Nagapattinam,609308,1,8
02-09-2025,Tamil Nadu,Nagapattinam,609312,0,1
02-09-2025,Tamil Nadu,Nagapattinam,609402,0,1
02-09-2025,Tamil Nadu,Nagapattinam,610101,0,3
